ix,sentence,left1,right1,left2,right2,relation
6698,"In this book , the Coptic Egyptian poet returns to his cultural roots and the legacy of strength so necessary to confront the hostilities against entire communities because of language , nationhood or religion .",2,3,7,8,Product-Producer12
530,The murder has dragged the victim into the water .,5,6,8,9,Entity-Destination12
3868,"On a gorgeous Autumn morning , the amble of walkers snaked down Terrace Road to the main entrance on the Great Eastern Highway .",7,8,9,10,Member-Collection21
5035,Here are some stories from the international press involving Balkan Sunflowers .,3,4,7,8,Entity-Origin12
644,Incandescent bulbs work by using electricity to heat a tungsten filament in the bulb until it glows .,1,2,5,6,Instrument-Agency21
4671,Mothers transmit the cavity causing bacteria by kissing their babies mouths .,9,10,10,11,Component-Whole21
3993,"The fortress has two layers of walls - the outer wall with the fortress gates , and the inner wall protecting the keep .",1,2,6,7,Component-Whole21
3057,There was a serious increase in the acidity of the seas caused by the acid rains .,4,5,15,16,Cause-Effect21
482,Then there's Labour - where negotiations are under way on issues such as apprentice training .,5,6,13,15,Message-Topic12
1479,"Real robot experiments are carried out with a swarm of up to 40 Alice miniature robots , developed at the Autonomous Systems Laboratory by Gilles Caprari .",8,9,15,16,Member-Collection21
1091,"Scientists store the bones in a freezer , helping to preserve the remaining DNA that has been exposed to soil for three decades .",3,4,6,7,Content-Container12
5570,The Affiliate Classroom promotes the direct sales and gets commission from the selling of products .,9,10,12,13,Cause-Effect21
4803,The Parthenon frieze shows racing chariots ahead of the cavalcade of mounted horsemen .,9,10,12,13,Member-Collection21
1067,This train has as many as six sets of doors on each side to shorten the time for passengers to get on and off at station .,1,2,9,10,Component-Whole21
4089,The manufacturer guarantees the dimension by using the precise grind process .,1,2,10,11,Instrument-Agency21
3072,The findings of the study have been narrated in three parts .,1,2,10,11,Component-Whole21
434,This data has been concerning primarily assembly operations .,1,2,7,8,Other
1848,The Nepalese government sets up a committee to inquire into the alleged misuse of diplomatic passports .,6,7,12,13,Other
1242,The taxi was dropped into the river killing all passengers .,1,2,6,7,Entity-Destination12
4231,A carpenter fell into an elevator shaft .,1,2,6,7,Entity-Destination12
7257,The carpenter carries an axe over his shoulder and a smaller one in his belt .,1,2,4,5,Instrument-Agency21
2078,"The exception is the player who drew the ace , who may stop whenever they want .",4,5,8,9,Other
7707,The fascinating aspect of therapeutic riding is that the rider sitting astride a horse walking establishes what is a perfect walking gait for the human .,9,10,13,14,Instrument-Agency21
3428,The statement below comes from the Morristown Humane Society website .,1,2,9,10,Entity-Origin12
4355,The quarrel during the night of the crime was caused by money .,1,2,11,12,Cause-Effect21
7158,Videotape is a fragile medium subject to damage and deterioration from exposure to poor environmental conditions and inadequate handling practices .,9,10,11,12,Cause-Effect21
1569,The company sent floral bouquets to a city in Ireland .,4,5,7,8,Entity-Destination12
1863,The world is governed by mathematical laws .,1,2,6,7,Other
5051,Baking soda safely tackles kitchen jobs above and beyond the legendary box at the back of the refrigerator .,1,2,5,6,Other
7004,"Physical geography examines the natural environment and how the climate , vegetation & life , soil , water , and landforms are produced and interact .",0,2,4,6,Other
5629,"We hold the magnesium ribbon in tongs , and place one end in a Bunsen burner flame .",3,5,6,7,Other
1841,The 25-member steering committee that drafted the document also passed it through two Palestinian GFM organizers .,3,4,7,8,Product-Producer21
6523,"This concept uses a servo embedded in a wallet , which rotates its arm from parallel to perpendicular to the wallet surface .",4,5,8,9,Component-Whole12
895,"Even if an abstract theme is at the center of the poem , the poet still uses concrete imagery in order to make it more accessible .",14,15,18,19,Instrument-Agency21
7569,"On the other hand , gin is distilled from a neutral grain spirit , which is then infused with juniper and a host of other botanicals .",5,6,12,13,Entity-Origin12
2247,"After an hour after lunch break , Kenny and Randy spotted a herd of boars in a common feeding area .",12,13,14,15,Member-Collection21
6391,"Method according to claim 1 , characterized in that the time duration of the quality reduction is limited at least to the duration of the interference triggered by the switching process .",25,26,30,31,Cause-Effect21
3115,The important thing is to be able to write two or three sentences pointing out similarities and differences between the poems .,12,13,15,16,Message-Topic12
590,The assigned cashier code serves to identify the cashier using the electronic cash register .,8,9,13,14,Instrument-Agency21
3466,The President seeks to hand over power for AIDS program to client countries .,6,7,11,13,Entity-Destination12
3334,The farm is participant in forestry and there have already been planted around eight thousand plants .,1,2,5,6,Other
2151,Workers build the comb from wax extruded from glands under their abdomen .,0,1,3,4,Product-Producer21
4681,Jars were then placed into three separate cages .,0,1,7,8,Entity-Destination12
329,A penal code is a portion of a state's laws defining crimes and specifying the punishment .,9,10,11,12,Message-Topic12
2323,The programmes explored Britain's favourite games across a century of childhood .,1,2,5,6,Message-Topic12
7127,"Their retreat was disorderly and confused and much like a flight , the Pallantines hanging on their flanks and rear and doing great damage from early dawn till evening .",23,24,26,27,Other
5866,"As must Concerto PH , a piece this modernist composed for the Brussels Fair using amplified burning charcoal as his single sound source .",6,7,8,9,Product-Producer12
3877,"Recently a statue of Welles by his faithful friend was unveiled in Split , Croatia .",2,3,8,9,Product-Producer12
5569,The team journeyed into an uncharted area .,1,2,6,7,Entity-Destination12
2790,"The dust is derived from an arid region , presumedly North Africa .",1,2,7,8,Entity-Origin12
1911,"Crime fiction is a typically 19th and 20th century genre , dominated by British and American writers .",0,1,1,2,Message-Topic21
2893,"Then a piranha tries to get close , the catfish stuns it with his barbels in with in milli seconds suck the fish up like a vacoom .",9,10,14,15,Component-Whole21
7285,"First , the sound radiated from a surface simulating a two-dimensional monopole is calculated using an unstructured mesh .",3,4,7,8,Cause-Effect21
6631,"Any form of clinker hull , even the triple clinker of the late medieval English shipwrights , was totally unsuitable for such treatment .",9,10,15,16,Product-Producer12
3915,"At first instance , this convention was concerned with prevention , reduction and control of pollution .",5,6,9,10,Message-Topic12
1445,The judge</ condemnatory report on Israel's actions in Gaza has been dismissed as hopelessly one-sided by neutral observers .,1,2,3,4,Product-Producer21
4020,"Now that recovery and reconstruction after the tsunami are getting under way , we want to see people move into their new homes , communities resume their livelihoods and children back into their rebuilt schools .",4,5,7,8,Other
1528,"On the way back , the train departed from station Zilupe at 08 :07 and arrived in Riga passenger station at 12 :05 .",6,7,9,10,Entity-Origin12
1739,"Simon roused himself slowly from a wonderful dream revolving around a whole pryde of baby griffins , just waiting for him to play with them .",12,13,15,16,Member-Collection21
4896,Your Republican tax cut fetish has drained government surpluses into unprecedented deficits .,8,9,11,12,Other
2011,"However , some person had broken the padlock of the chain across the road .",7,8,10,11,Component-Whole12
3624,"The author has published a statement on a website calling the diagnosis ""an embuggerance"" .",1,2,5,6,Product-Producer21
5779,"The doctors , who are behind the motion being discussed at the conference , are unhappy about the guidance that has been issued .",7,8,12,13,Message-Topic21
7307,"Pomegranate juice has anti-inflammatory effects and high levels of anti-oxidants , which are believed to protect the body from free-radical damage .",0,1,1,2,Entity-Origin21
2506,"A man holding a small toddler ran away from the beach as fast as he could , calling out : ""tsunami !"" .",1,2,10,11,Entity-Origin12
6749,The ground has eroded away around the roots of this young pine tree .,7,8,12,13,Component-Whole12
1691,These changes have been reflected in the general policies and approach of the Forestry Commission .,1,2,8,9,Message-Topic21
2152,These and many other stories are used by the new scientists in order to support their theory .,4,5,10,11,Instrument-Agency12
